x0,x1,x2,y
-10.517985070700258,5.944880419243288,2.2142484570441163,2.0
6.595353372772557,-6.6531204307474745,-6.9108675157172605,4.0
1.9373732161359454,-7.704197536164165,-7.715001121384456,1.0
6.712195586388414,-5.2835270275099635,-7.251124941502722,4.0
-3.161596881683541,8.567065733611235,3.4926077408420824,0.0
6.408454904524111,-5.597588139954925,-6.24772499611522,4.0
6.400592450145535,-5.070932634913065,-5.141573288846505,4.0
-1.5933899338909123,8.261917896369717,4.667578627235498,0.0
-1.6703728722466697,9.289180999826495,4.3386367154102885,0.0
-7.440539128055477,-3.8464383842896583,0.1920850533775152,5.0
2.455868222298588,-7.529164518437664,-7.099719432915086,1.0
0.7099375950463889,-7.205808804966165,-7.129086311282789,1.0
-1.2728423094394814,-5.725357498335021,3.8084835923443627,6.0
-2.450450007659855,8.745183197709999,5.665769615520585,0.0
4.830679460385238,-10.342392483694754,8.143748435678088,3.0
-1.750440543163522,7.985522309226461,4.7099414113909726,0.0
-6.985978772261709,-3.8800918226609995,-0.1406919026900736,5.0
9.004516515251206,-6.55449925898391,-6.807162270112277,4.0
-2.308937909646688,-5.2433615627389685,2.534091399502155,6.0
-9.473964403093104,5.065414948903081,1.7960522388301385,2.0
3.971884243965592,-10.23299887828669,10.02555312322834,3.0
-1.0358244968066308,-3.639903740257177,2.651321138201263,6.0
1.281161969532058,-7.293504449502692,-8.019304673032757,1.0
2.1881445057844666,-7.716857068339752,-7.5432427404809115,1.0
3.3897342045277714,-8.254137183452098,-7.842352148992213,1.0
-8.987728609836557,7.056999449836866,0.9477189165055206,2.0
5.961022702431239,-6.949523532393457,-7.66228343566294,4.0
7.154393945844563,-6.399270438216183,-6.398827131691002,4.0
-5.809653889987054,-5.177408964040864,1.530307732249526,5.0
-6.3910124039846075,-5.207610087415279,2.0548564345258784,5.0
1.6106233034370854,-7.556597819381459,-6.173523533028763,1.0
1.5678874373200802,-7.559090779814797,-7.107916496067961,1.0
1.5946724802532475,-7.448672535150371,-5.495972149287449,1.0
-9.849235012237266,6.144088471091878,1.1937380926136867,2.0
-0.2630137844337821,-4.149231394802365,1.3350556880615776,6.0
-2.9148960710980223,8.825202338527125,3.6895485893144495,0.0
-8.642567415466644,9.16059436824219,1.3788849952412408,2.0
7.326776182802467,-6.441141732976461,-7.0369580984101665,4.0
7.180024168348224,-6.4318692961164,-5.742864566275786,4.0
5.2182548273010605,-5.987352676363124,-6.725627949136251,4.0
-6.007470299075099,-4.441989419955732,1.1276205346521682,5.0
-6.146061767041467,-4.5425608895857295,-0.3169613963802864,5.0
-0.03132648513013225,-3.6396932334475176,3.0430119114390664,6.0
-9.03980544089949,6.738830419351727,1.908312569606739,2.0
-6.002061647704497,-3.936444662378152,-0.1241635509700878,5.0
1.0868874282955232,-8.379409815600397,-7.052434495652741,1.0
-2.792205903590438,-2.377222870026015,1.789933413843766,6.0
-8.542953827613868,5.95616569455202,2.7286891992336075,2.0
-9.252700064231597,6.9595046440808614,2.147313228159773,2.0
4.851336487496922,-9.89611491665252,9.329031106781482,3.0
-4.09756643938696,8.526267746199636,5.181766453577239,0.0
-0.1870381715146312,-4.1717832922151725,1.4415039573858617,6.0
2.6804606949995264,-10.056030590326525,10.535140320677579,3.0
4.189341296810073,-9.463161420196503,7.474402006016039,3.0
-7.178238293826888,-3.980750837319904,-0.3052868876339284,5.0
-3.5062088342002946,7.504260605791821,4.162744821353447,0.0
-2.5977868029864677,-4.044532468344931,1.5466532163591764,6.0
-6.125905793403734,-3.0757035291085777,0.19760858442848073,5.0
1.526700603831393,-6.373930433369021,-7.3783076412774715,1.0
3.713289402048726,-10.292635956153072,9.348254533259782,3.0
-5.710313413653121,-4.331378869014746,0.7701084037549535,5.0
4.017298604189788,-8.229359591057078,9.066560151809657,3.0
-1.79341881133504,9.735584829045813,5.990632560825007,0.0
1.2700120813424491,-6.642386134006226,-7.91286419353612,1.0
-3.3100473937602963,8.7873383732558,5.734357621639152,0.0
1.6443043897979448,-6.289072023744653,-7.060425819005805,1.0
-0.8673527362748616,-4.560310497982773,2.8441599289920676,6.0
-2.1882645124862794,-3.259879008245736,1.0420834948178086,6.0
1.8155771653692798,-7.368252747219967,-6.7658287828822825,1.0
5.36878763919672,-6.467196254565542,-6.258396787923296,4.0
-6.575123319144115,-4.0481997671359045,0.45158961193609654,5.0
-6.85000607014087,-4.383805785003249,0.3515032340683003,5.0
-6.144776209066651,-3.396036101636897,0.6770052754650335,5.0
4.755763819553848,-10.332559371000483,10.724389483261453,3.0
4.2238620154853805,-9.356090100116589,9.6488875641533,3.0
1.5971124842697717,-6.715892440839221,-6.968920362981356,1.0
-5.415872046985427,-4.478682272724723,-0.0440534988272977,5.0
5.5599959223763165,-8.82196862181496,8.99588275622922,3.0
2.6867302344726745,-9.72528011710964,9.471390184360692,3.0
-7.356494993379302,7.086039000513127,1.1385661966821634,2.0
-2.568692502107722,7.627225044611387,4.9126409884054025,0.0
3.496097724464935,-11.527176364348934,9.672116523236566,3.0
-2.124953900642111,8.55877916807982,5.09466301644778,0.0
-2.188243849991238,9.413995809099088,3.6027781008170274,0.0
-0.24475922219763313,-5.123861289749738,2.560104715006383,6.0
-1.2122161192717678,8.49076461206351,3.895347461859792,0.0
6.243642099131244,-6.597468210223716,-7.7407051734096255,4.0
-6.923134671735387,-4.518336977118939,-0.2574349851798652,5.0
1.501611829028978,-6.54963962091806,-7.812269822918536,1.0
2.5339803273022,-10.545211441028147,12.105828131155604,3.0
6.333772387109938,-5.720295285311946,-6.423894553015057,4.0
